index,exe_time,tile_sizes,mark,age
0,0.000918576,"2,128,64,1,4",2,0
1,0.000232967,"2,128,64,1,3",2,0
2,0.000266047,"2,128,64,1,6",2,0
3,0.000188996,"2,128,32,1,4",2,0
4,0.00055002,"1,128,64,1,4",2,0
5,0.000334635,"4,128,64,1,4",2,0
6,0.00013476,"2,64,64,1,4",2,0
7,0.000636319,"2,256,64,1,4",2,0
8,0.000238645,"2,128,32,1,3",2,0
9,0.000208744,"2,128,32,1,6",2,0
10,0.00070047,"2,128,32,2,4",2,0
11,0.000202973,"1,128,64,1,3",2,0
12,0.000323094,"1,128,64,1,6",2,0
13,0.000380814,"4,128,64,1,3",2,0
14,0.000424922,"4,128,64,1,6",2,0
15,0.000532536,"1,128,32,1,4",2,0
16,0.000250337,"4,128,32,1,4",2,0
17,0.000154706,"2,64,64,1,3",2,0
18,0.000118239,"2,64,64,1,6",2,0
19,0.000745571,"2,256,64,1,3",2,0
20,0.00279694,"2,256,64,1,6",2,0
21,0.000135483,"2,64,32,1,4",2,0
22,0.00170979,"2,256,32,1,4",2,0
23,0.000118308,"1,64,64,1,4",2,0
24,0.000192137,"4,64,64,1,4",2,0
25,0.00170312,"1,256,64,1,4",2,0
26,0.000118239,"2,64,64,1,6",2,1
27,0.000134794,"2,64,64,1,4",2,1
28,9.84423e-05,"2,64,64,1,8",2,1
29,9.07923e-05,"2,64,32,1,6",2,1
30,0.000102639,"1,64,64,1,6",2,1
31,0.000171291,"4,64,64,1,6",2,1
32,7.78329e-05,"2,32,64,1,6",2,1
33,0.000265841,"2,128,64,1,6",2,1
34,0.000135522,"2,64,32,1,4",2,1
35,0.000114069,"2,64,32,1,8",2,1
36,0.000142371,"2,64,32,2,6",2,1
37,0.000118145,"1,64,64,1,4",2,1
38,7.6565e-05,"1,64,64,1,8",2,1
39,0.000192157,"4,64,64,1,4",2,1
40,0.000170924,"4,64,64,1,8",2,1
41,0.000154363,"1,64,32,1,6",2,1
42,0.000145476,"4,64,32,1,6",2,1
43,8.77435e-05,"2,32,64,1,4",2,1
44,6.66957e-05,"2,32,64,1,8",2,1
45,0.00101304,"2,128,64,1,8",2,1
46,6.72263e-05,"2,32,32,1,6",2,1
47,0.00020706,"2,128,32,1,6",2,1
48,6.57157e-05,"1,32,64,1,6",2,1
49,0.000117569,"4,32,64,1,6",2,1
50,0.000323067,"1,128,64,1,6",2,1
51,0.000425184,"4,128,64,1,6",2,1
52,6.57157e-05,"1,32,64,1,6",2,2
53,7.68364e-05,"1,32,64,1,4",2,2
54,5.18982e-05,"1,32,64,1,8",2,2
55,5.5957e-05,"1,32,32,1,6",2,2
56,7.78376e-05,"2,32,64,1,6",2,2
57,4.4792e-05,"1,16,64,1,6",2,2
58,6.61245e-05,"1,32,32,1,4",2,2
59,4.58598e-05,"1,32,32,1,8",2,2
60,7.51252e-05,"1,32,32,2,6",2,2
61,8.77284e-05,"2,32,64,1,4",2,2
62,6.66685e-05,"2,32,64,1,8",2,2
63,6.72077e-05,"2,32,32,1,6",2,2
64,5.6195e-05,"1,16,64,1,4",2,2
65,3.76003e-05,"1,16,64,1,8",2,2
66,4.32595e-05,"1,16,32,1,6",2,2
67,5.63667e-05,"2,16,64,1,6",2,2
68,3.76003e-05,"1,16,64,1,8",2,3
69,4.48341e-05,"1,16,64,1,6",2,3
70,3.34672e-05,"1,16,64,1,12",2,3
71,3.26465e-05,"1,16,32,1,8",2,3
72,4.58217e-05,"2,16,64,1,8",2,3
73,3.19672e-05,"1,8,64,1,8",2,3
74,4.32938e-05,"1,16,32,1,6",2,3
75,2.95461e-05,"1,16,32,1,12",2,3
76,4.43815e-05,"1,16,32,2,8",2,3
77,5.63224e-05,"2,16,64,1,6",2,3
78,4.14542e-05,"2,16,64,1,12",2,3
